date,platform,campaign_name,impressions,clicks,cost,conversions,revenue
2023-11-13,Google Ads,Brand Awareness,4480,162,461.37,7,548.43
2023-12-01,Google Ads,Spring Sale,45377,278,544.7,20,1622.06
2023-07-24,Facebook Ads,Brand Awareness,10530,293,575.26,23,1644.69
2023-04-05,Facebook Ads,Brand Awareness,7997,129,168.24,3,229.96
2023-01-16,Facebook Ads,Spring Sale,48450,687,1675.44,33,1921.72
2023-05-12,Facebook Ads,New Product Launch,39044,1247,2737.03,113,11320.61
2023-10-20,TikTok Ads,Retargeting,26501,880,1919.79,66,4738.73
2023-11-22,Google Ads,Spring Sale,26912,827,1338.12,24,2689.41
2023-06-11,Facebook Ads,Spring Sale,33990,1251,2037.06,92,10936.57
2023-02-21,Google Ads,Brand Awareness,20740,268,593.54,18,2632.28
2023-10-12,Google Ads,Spring Sale,33869,371,420.57,15,1850.06
2023-07-14,Google Ads,Retargeting,28188,579,1499.73,38,2149.04
2023-04-03,TikTok Ads,New Product Launch,46341,1829,4956.45,107,11241.93
2023-01-03,Facebook Ads,Brand Awareness,17328,290,645.78,24,3050.45
2023-05-30,Google Ads,Retargeting,4210,21,13.76,0,0.0
2023-10-04,TikTok Ads,Retargeting,3010,106,285.03,3,400.46
2023-10-27,LinkedIn Ads,New Product Launch,15677,411,593.29,16,918.84
2023-02-19,Google Ads,Spring Sale,6954,248,411.33,23,2497.69
2023-01-04,Google Ads,Brand Awareness,38448,1332,1091.59,112,12208.28
2023-11-20,Google Ads,New Product Launch,33974,673,1162.83,43,6130.87
2023-06-25,Google Ads,Spring Sale,20865,586,1680.59,50,7040.97
2023-03-05,TikTok Ads,Spring Sale,48035,604,1006.47,33,4795.69
2023-04-09,Google Ads,New Product Launch,45031,895,465.27,80,11788.22
2023-04-15,TikTok Ads,Brand Awareness,17678,228,597.34,11,1309.99
2023-12-14,Facebook Ads,Retargeting,46632,439,928.77,19,2837.62
2023-09-25,Facebook Ads,Spring Sale,28119,269,262.15,17,886.24
2023-05-21,TikTok Ads,New Product Launch,31935,723,1755.96,30,1794.59
2023-02-06,Google Ads,Retargeting,24870,310,855.94,9,655.61
2023-03-31,TikTok Ads,Retargeting,19761,225,232.33,15,1445.05
2023-12-21,LinkedIn Ads,Retargeting,45838,626,1487.0,45,4809.59
2023-03-18,Google Ads,New Product Launch,40454,566,1015.95,41,4685.29
2023-04-19,Google Ads,Spring Sale,42445,1528,1486.37,135,8743.74
2023-09-20,TikTok Ads,New Product Launch,37310,519,555.79,45,6429.97
2023-11-28,Google Ads,New Product Launch,16212,606,1587.5,33,3544.97
2023-04-27,LinkedIn Ads,New Product Launch,4181,94,60.39,7,687.0
2023-07-18,Google Ads,New Product Launch,26639,274,739.07,12,645.43
2023-01-28,TikTok Ads,Spring Sale,10736,304,665.02,9,597.44
2023-08-20,Facebook Ads,Spring Sale,45634,1336,2904.73,51,5111.37
2023-12-28,TikTok Ads,Spring Sale,27896,165,300.99,9,464.95
2023-05-12,TikTok Ads,New Product Launch,17015,222,493.6,18,1830.78
2023-11-26,LinkedIn Ads,New Product Launch,39165,766,1613.84,40,3201.61
2023-01-13,LinkedIn Ads,Brand Awareness,20893,353,302.48,26,3294.12
2023-11-14,Google Ads,Spring Sale,6942,203,595.71,6,593.86
2023-02-20,TikTok Ads,New Product Launch,18837,456,371.99,26,3838.53
2023-05-15,TikTok Ads,Brand Awareness,29990,764,678.38,18,2663.7
2023-02-19,Facebook Ads,New Product Launch,14045,375,424.01,11,1576.84
2023-05-15,TikTok Ads,Retargeting,28438,523,409.46,22,2356.52
2023-06-27,LinkedIn Ads,Spring Sale,3838,74,145.75,6,697.2
2023-10-06,LinkedIn Ads,New Product Launch,20640,318,310.46,15,1627.67
2023-06-26,Google Ads,Retargeting,1088,7,14.64,0,0.0
2023-03-16,LinkedIn Ads,New Product Launch,10057,271,373.68,26,3296.54
2023-04-07,Google Ads,Brand Awareness,32764,1021,2287.6,98,5386.67
2023-02-08,Google Ads,Brand Awareness,43439,1600,3851.15,156,17652.6
2023-11-11,Google Ads,Spring Sale,18610,98,266.36,1,80.48
2023-10-21,TikTok Ads,Retargeting,8802,77,211.26,4,567.11
2023-06-08,Google Ads,New Product Launch,1933,23,67.51,1,117.3
2023-04-25,LinkedIn Ads,Brand Awareness,7301,277,801.16,13,1862.64
2023-03-04,Google Ads,Spring Sale,13357,81,106.9,5,476.66
2023-03-13,TikTok Ads,Retargeting,36494,1035,1839.79,71,9418.26
2023-11-06,Google Ads,New Product Launch,35621,438,758.48,29,3404.79
2023-06-17,TikTok Ads,Spring Sale,44952,353,610.57,32,3177.83
2023-05-17,Facebook Ads,Brand Awareness,7237,268,468.71,11,1521.94
2023-08-12,TikTok Ads,New Product Launch,35037,686,1389.6,48,3802.92
2023-11-06,Google Ads,New Product Launch,41509,610,616.95,25,1751.66
2023-07-08,TikTok Ads,Spring Sale,13702,113,129.67,5,442.37
2023-11-22,TikTok Ads,Spring Sale,17925,679,1535.38,21,1259.14
2023-02-06,TikTok Ads,Spring Sale,4505,61,106.55,5,539.64
2023-09-23,TikTok Ads,Spring Sale,39867,568,1420.0,19,2225.82
2023-06-07,TikTok Ads,Retargeting,22935,303,338.11,9,1034.1
2023-11-06,Google Ads,Retargeting,5393,59,140.91,5,517.38
2023-05-12,Facebook Ads,Retargeting,20471,398,804.02,37,2880.56
2023-11-17,TikTok Ads,Spring Sale,7566,255,730.66,8,476.43
2023-05-14,Facebook Ads,Retargeting,31683,998,1992.68,37,4080.33
2023-04-07,Google Ads,Spring Sale,35639,298,373.42,8,814.79
2023-07-29,Google Ads,Retargeting,33701,765,439.67,54,3798.02
2023-11-11,TikTok Ads,Retargeting,10121,332,942.84,17,1581.65
2023-07-28,Facebook Ads,New Product Launch,48034,498,568.28,39,4163.33
2023-03-16,LinkedIn Ads,Brand Awareness,22253,430,1087.92,16,1642.76
2023-03-07,Google Ads,New Product Launch,19353,596,402.4,30,2920.46
2023-03-04,Facebook Ads,Brand Awareness,26701,275,198.41,13,1790.43
2023-10-27,Facebook Ads,Retargeting,22590,282,222.38,20,1017.52
2023-11-02,Facebook Ads,New Product Launch,26198,266,212.74,26,3703.62
2023-08-20,Facebook Ads,Spring Sale,46891,1243,2513.87,119,17127.31
2023-05-09,LinkedIn Ads,Retargeting,41715,1545,4545.11,48,3587.67
2023-05-05,Google Ads,Retargeting,17004,663,942.64,47,5402.37
2023-11-21,LinkedIn Ads,Spring Sale,46031,1530,4268.92,147,16942.21
2023-11-24,TikTok Ads,New Product Launch,3410,81,51.39,1,108.65
2023-08-07,LinkedIn Ads,Spring Sale,44111,708,2079.11,63,6710.74
2023-06-29,LinkedIn Ads,New Product Launch,23318,398,1078.28,24,3187.9
2023-05-24,Facebook Ads,Retargeting,28479,703,432.63,35,4320.09
2023-06-09,Google Ads,New Product Launch,41810,1376,1398.13,43,4130.24
2023-10-11,LinkedIn Ads,Spring Sale,42489,456,1099.99,40,2897.22
2023-02-22,TikTok Ads,Retargeting,16549,654,537.43,24,2948.77
2023-04-07,Facebook Ads,Brand Awareness,29697,747,440.27,33,3693.12
2023-02-02,LinkedIn Ads,Brand Awareness,24019,758,946.71,67,7446.28
2023-05-12,TikTok Ads,Brand Awareness,21467,407,1205.94,23,1677.49
2023-03-25,Facebook Ads,Spring Sale,13186,211,222.02,19,1082.62
2023-12-11,TikTok Ads,New Product Launch,3645,101,262.2,6,473.81
2023-02-18,Google Ads,Brand Awareness,23197,402,1172.46,37,2951.76
2023-01-23,Google Ads,Retargeting,48843,1849,1024.51,49,3334.07
2023-07-29,Facebook Ads,Brand Awareness,47961,712,901.08,17,893.62
2023-12-09,TikTok Ads,Spring Sale,16323,329,706.41,26,2405.84
2023-11-20,Google Ads,Spring Sale,4802,86,157.94,8,421.57
2023-09-22,TikTok Ads,Brand Awareness,39861,1166,2071.03,113,16503.0
2023-07-15,LinkedIn Ads,New Product Launch,42562,880,468.02,53,4330.01
2023-03-09,Facebook Ads,New Product Launch,21401,612,334.37,58,3431.24
2023-01-15,Facebook Ads,New Product Launch,14701,337,617.39,32,4661.44
2023-01-28,LinkedIn Ads,Spring Sale,35832,387,387.61,19,2234.46
2023-04-25,LinkedIn Ads,New Product Launch,49236,826,463.73,72,4155.62
2023-04-08,TikTok Ads,New Product Launch,10035,62,177.81,4,543.09
2023-03-21,LinkedIn Ads,Spring Sale,1961,35,68.39,2,260.99
2023-10-14,TikTok Ads,Retargeting,26371,359,575.13,23,1602.34
2023-10-16,TikTok Ads,Spring Sale,38398,990,1530.99,90,6683.62
2023-10-20,TikTok Ads,Brand Awareness,29809,1011,2254.76,78,6873.99
2023-10-01,LinkedIn Ads,Spring Sale,1264,24,12.38,2,299.61
2023-03-05,LinkedIn Ads,New Product Launch,6796,188,412.86,7,1048.75
2023-06-17,Facebook Ads,New Product Launch,33710,328,641.81,31,4343.22
2023-11-13,Google Ads,Brand Awareness,11831,466,1082.98,27,1799.71
2023-02-20,LinkedIn Ads,New Product Launch,10487,72,170.07,5,344.81
2023-05-24,LinkedIn Ads,Retargeting,8148,184,447.25,11,1302.23
2023-05-10,Facebook Ads,Spring Sale,33058,1024,1308.47,70,5415.05
2023-12-30,Facebook Ads,Spring Sale,34270,1274,3504.35,25,1894.36
2023-05-05,Facebook Ads,Retargeting,30505,1195,3350.46,40,2838.44
2023-03-26,LinkedIn Ads,Spring Sale,28891,838,693.07,78,9421.57
2023-11-23,LinkedIn Ads,New Product Launch,20155,664,1488.22,38,5398.29
2023-09-06,LinkedIn Ads,Spring Sale,27234,321,742.16,8,1005.75
2023-07-14,TikTok Ads,Spring Sale,33084,570,660.89,14,1333.57
2023-10-07,LinkedIn Ads,Retargeting,29082,1035,2612.01,89,11902.76
2023-12-27,TikTok Ads,Brand Awareness,24223,580,327.0,52,6096.19
2023-06-08,Google Ads,Brand Awareness,19018,433,957.1,28,2403.99
2023-02-04,TikTok Ads,New Product Launch,38159,238,467.43,5,324.08
2023-12-12,TikTok Ads,New Product Launch,23525,179,418.37,5,621.06
2023-08-06,Google Ads,New Product Launch,19892,473,724.21,13,1731.0
2023-12-20,LinkedIn Ads,Spring Sale,48823,1098,1298.1,46,4108.75
2023-12-17,TikTok Ads,Spring Sale,40527,392,1070.57,20,1830.68
2023-12-15,Facebook Ads,Spring Sale,30155,413,1065.2,15,1723.6
2023-03-25,Facebook Ads,Spring Sale,21377,770,1203.37,27,1420.76
2023-05-25,LinkedIn Ads,New Product Launch,6179,153,434.66,5,302.52
2023-11-01,TikTok Ads,Spring Sale,14348,513,351.7,18,2292.89
2023-08-17,LinkedIn Ads,Spring Sale,43311,1161,833.46,32,3073.88
2023-01-14,Facebook Ads,New Product Launch,18065,269,499.39,10,1321.86
2023-01-20,Facebook Ads,Brand Awareness,42040,434,440.52,17,1901.89
2023-11-04,TikTok Ads,Brand Awareness,18312,371,1092.05,21,1434.79
2023-08-06,Facebook Ads,Spring Sale,9013,52,139.38,4,317.66
2023-09-03,Facebook Ads,Spring Sale,41541,864,1620.04,33,3679.02
2023-12-13,Facebook Ads,New Product Launch,49762,400,921.82,8,1119.41
2023-02-07,TikTok Ads,Spring Sale,17793,532,1279.83,52,7662.7
2023-09-30,LinkedIn Ads,New Product Launch,26835,927,2558.86,89,8724.13
2023-11-13,LinkedIn Ads,New Product Launch,44401,990,1949.44,55,7257.14
2023-06-21,Google Ads,Brand Awareness,3373,63,183.19,2,266.12
2023-11-28,LinkedIn Ads,Retargeting,36653,827,553.89,72,10128.77
2023-08-22,Facebook Ads,Brand Awareness,8129,229,549.96,17,1690.14
2023-03-30,Facebook Ads,New Product Launch,16742,274,388.63,17,1684.42
2023-02-25,TikTok Ads,Brand Awareness,17346,160,293.17,6,550.6
2023-01-09,Facebook Ads,Retargeting,18764,632,1384.68,20,1857.74
2023-11-09,Google Ads,Retargeting,33405,662,470.19,36,5299.74
2023-11-18,LinkedIn Ads,Brand Awareness,34964,1042,2287.51,43,4364.55
2023-07-11,TikTok Ads,Brand Awareness,35227,1381,3583.68,65,5955.77
2023-12-26,Facebook Ads,Spring Sale,19048,135,377.26,8,793.42
2023-11-24,LinkedIn Ads,New Product Launch,47593,519,662.43,17,2256.69
2023-12-02,LinkedIn Ads,New Product Launch,46124,1526,4241.26,140,11860.97
2023-07-13,Facebook Ads,Spring Sale,35912,1272,3766.26,71,4588.16
2023-01-22,LinkedIn Ads,Brand Awareness,6029,237,440.06,16,1196.19
2023-10-13,Facebook Ads,Spring Sale,15210,282,474.04,24,1840.64
2023-11-26,Google Ads,Retargeting,6935,161,292.02,11,1030.36
2023-06-15,TikTok Ads,Retargeting,9314,299,309.93,13,1517.5
2023-05-20,TikTok Ads,New Product Launch,20045,272,630.79,25,1392.74
2023-02-03,Facebook Ads,New Product Launch,49625,776,562.34,59,8456.14
2023-04-03,TikTok Ads,Spring Sale,3938,156,279.35,12,1389.06
2023-04-01,LinkedIn Ads,Brand Awareness,18232,341,445.22,33,2489.77
2023-01-01,TikTok Ads,Spring Sale,8400,285,450.53,17,1527.05
2023-01-18,Facebook Ads,New Product Launch,31774,552,1377.22,32,4740.24
2023-07-28,LinkedIn Ads,Brand Awareness,6608,38,30.72,3,196.18
2023-08-09,LinkedIn Ads,Retargeting,5288,50,113.88,1,120.93
2023-01-11,LinkedIn Ads,New Product Launch,47078,680,1027.62,39,5119.97
2023-01-29,TikTok Ads,New Product Launch,22404,651,1107.94,51,5728.41
2023-10-01,Facebook Ads,Retargeting,30524,876,2483.63,85,9131.86
2023-12-16,Google Ads,New Product Launch,23796,173,100.33,15,2111.82
2023-09-30,Google Ads,Brand Awareness,4663,157,460.81,13,923.14
2023-04-06,Google Ads,New Product Launch,45024,871,2512.32,18,2297.09
2023-03-02,TikTok Ads,New Product Launch,23654,891,950.15,21,2706.88
2023-05-03,TikTok Ads,Spring Sale,32608,457,784.26,15,841.59
2023-11-03,Google Ads,Spring Sale,31541,595,1640.33,28,3848.86
2023-06-11,LinkedIn Ads,Spring Sale,42385,604,1627.0,31,2019.22
2023-03-21,TikTok Ads,New Product Launch,26577,968,2813.16,65,7090.32
2023-07-13,Google Ads,Brand Awareness,8092,202,319.09,16,949.24
2023-03-19,LinkedIn Ads,Brand Awareness,43508,991,956.68,32,1672.7
2023-08-12,Google Ads,Retargeting,16992,581,1350.66,12,1264.1
2023-12-27,Facebook Ads,Brand Awareness,36595,628,1542.87,13,1302.69
2023-09-09,Facebook Ads,Spring Sale,46605,1852,4292.28,76,4288.0
2024-01-01,Google Ads,Spring Sale,3197,35,78.6,3,292.72
2023-05-30,Google Ads,Retargeting,9460,293,800.64,28,2480.81
2023-12-02,Facebook Ads,Spring Sale,11788,129,341.8,5,443.87
2023-10-07,LinkedIn Ads,New Product Launch,37772,729,1653.76,43,4232.4
2023-03-27,TikTok Ads,Retargeting,32862,232,136.16,18,1952.23
2023-08-09,TikTok Ads,New Product Launch,12886,449,1081.43,37,4818.04
2023-12-10,Google Ads,Retargeting,13366,446,1288.86,41,3677.76
2023-07-16,Facebook Ads,Brand Awareness,34082,1296,3633.72,77,5643.1
2023-10-05,Google Ads,Spring Sale,31865,445,901.37,22,2730.0
2023-10-21,LinkedIn Ads,Spring Sale,36880,977,2227.01,41,2351.45
2023-05-16,LinkedIn Ads,New Product Launch,24110,391,321.25,9,1016.24
2023-09-25,LinkedIn Ads,Retargeting,43283,1576,2998.0,96,5758.51
2023-08-06,Facebook Ads,Brand Awareness,24104,508,1157.56,15,1362.84
2023-10-17,Facebook Ads,Spring Sale,40618,978,2888.85,59,5256.1
2023-12-23,Google Ads,Retargeting,37934,903,2204.32,77,6376.57
2023-02-24,TikTok Ads,Retargeting,44840,1078,1576.45,106,8917.98
2023-10-02,Google Ads,Brand Awareness,15380,526,371.14,10,1250.19
2023-10-09,Facebook Ads,Spring Sale,39506,1425,2340.84,132,8402.24
2023-08-20,LinkedIn Ads,New Product Launch,7490,141,309.37,8,414.01
2023-06-05,Google Ads,New Product Launch,17484,319,473.87,10,876.95
2023-01-23,Facebook Ads,Retargeting,13539,362,772.75,33,2439.82
2023-03-12,Facebook Ads,Spring Sale,17978,681,1233.43,25,2231.17
2023-05-13,Google Ads,Spring Sale,6881,235,379.87,21,1613.48
2023-08-12,Google Ads,Retargeting,42584,1268,2464.66,25,3506.25
2023-09-25,Google Ads,Spring Sale,28026,560,1141.93,17,1952.42
2023-12-22,TikTok Ads,Spring Sale,9309,368,321.91,18,1543.79
2023-04-05,LinkedIn Ads,Retargeting,47979,482,359.6,36,2222.48
2023-02-10,Facebook Ads,Retargeting,48419,1619,3696.89,132,17492.49
2023-05-14,Facebook Ads,Retargeting,2433,72,65.11,2,172.04
2023-02-07,Facebook Ads,Spring Sale,33299,391,629.56,29,3279.52
2023-07-31,TikTok Ads,New Product Launch,44802,648,1657.18,22,1985.05
2023-04-25,TikTok Ads,Retargeting,30649,553,1092.59,20,2698.78
2023-06-03,TikTok Ads,New Product Launch,13745,455,1181.06,20,1026.08
2023-06-01,Facebook Ads,Brand Awareness,36126,541,1257.66,52,5518.21
2023-04-30,Facebook Ads,Spring Sale,37258,1186,3184.44,110,13476.72
2023-04-10,LinkedIn Ads,New Product Launch,23607,355,986.78,24,2924.54
2023-07-02,TikTok Ads,Brand Awareness,38215,436,806.66,26,2061.32
2023-11-23,TikTok Ads,Retargeting,17769,121,206.94,10,927.22
2023-01-18,Facebook Ads,Spring Sale,15446,586,1422.73,30,3833.03
2023-05-12,LinkedIn Ads,Spring Sale,4254,134,324.84,4,379.3
2023-04-05,Google Ads,Spring Sale,45412,569,366.28,24,2466.79
2023-03-02,Google Ads,New Product Launch,10647,278,533.16,21,2968.48
2023-10-15,Facebook Ads,Spring Sale,19736,378,1097.62,24,3488.06
2023-10-10,Google Ads,New Product Launch,32904,203,365.83,15,1951.18
2023-12-05,Google Ads,New Product Launch,4527,162,207.11,10,914.61
2023-06-22,Facebook Ads,New Product Launch,35535,903,2386.59,63,3625.34
2023-11-20,Google Ads,Brand Awareness,14972,247,450.02,17,2166.0
2023-11-04,Google Ads,Brand Awareness,28946,408,839.59,17,1600.77
2023-04-20,TikTok Ads,Spring Sale,36040,1239,759.59,67,4998.07
2023-02-17,LinkedIn Ads,Retargeting,15715,394,438.96,36,3383.22
2023-03-19,Google Ads,Brand Awareness,8240,264,317.56,8,477.13
2023-12-15,TikTok Ads,Brand Awareness,4741,74,138.68,2,237.67
2023-08-11,Google Ads,Retargeting,38241,1204,3287.55,92,6745.93
2023-01-06,LinkedIn Ads,New Product Launch,40831,235,268.61,7,822.68
2023-04-15,TikTok Ads,Brand Awareness,32796,1108,874.81,73,9782.08
2023-03-31,Google Ads,Brand Awareness,9521,217,337.15,16,2039.58
2023-09-27,TikTok Ads,New Product Launch,18290,200,119.29,9,804.72
2023-06-28,TikTok Ads,Spring Sale,30111,301,565.42,20,2015.57
2023-07-28,TikTok Ads,Spring Sale,4672,45,111.84,1,91.5
2023-11-06,Google Ads,New Product Launch,7958,311,424.36,29,2501.64
2023-05-19,Facebook Ads,New Product Launch,30191,256,448.18,23,3052.31
2023-01-28,Facebook Ads,New Product Launch,8257,205,514.86,9,576.45
2023-02-26,Google Ads,Brand Awareness,1160,40,57.5,1,107.35
2023-12-09,TikTok Ads,Retargeting,28004,467,1273.13,30,2066.88
2023-04-16,TikTok Ads,New Product Launch,11708,219,223.24,9,810.52
2023-04-16,Google Ads,Retargeting,38650,1123,696.54,55,6148.48
2023-03-28,Google Ads,Retargeting,10073,400,454.56,29,2429.87
2023-11-30,TikTok Ads,Retargeting,3534,49,75.95,2,151.54
2023-08-13,TikTok Ads,New Product Launch,39382,459,867.32,32,3589.64
2023-03-23,Google Ads,Retargeting,27444,659,467.44,33,4338.5
2023-12-22,TikTok Ads,Spring Sale,38524,983,2491.4,45,3419.24
2023-08-24,TikTok Ads,Brand Awareness,41851,1276,2035.23,31,2973.92
2023-07-14,LinkedIn Ads,Brand Awareness,32265,393,740.25,25,3117.56
2023-09-11,TikTok Ads,New Product Launch,27978,1037,713.02,103,13331.82
2023-09-23,LinkedIn Ads,New Product Launch,45713,1415,3568.79,83,4513.04
2023-07-03,Google Ads,Retargeting,13242,209,290.27,17,1717.45
2023-11-19,LinkedIn Ads,New Product Launch,16503,414,542.66,37,4250.01
2023-07-08,TikTok Ads,New Product Launch,31174,673,1227.5,49,4206.51
2023-11-24,Google Ads,Spring Sale,9017,313,780.24,15,1989.76
2023-10-15,Facebook Ads,Brand Awareness,49232,1325,1979.03,39,5681.7
2023-02-08,TikTok Ads,Retargeting,18016,355,811.88,18,2220.2
2023-05-30,Facebook Ads,Brand Awareness,11444,444,973.64,34,2906.87
2023-06-20,TikTok Ads,Retargeting,48780,1153,2841.21,34,2989.75
2023-02-09,TikTok Ads,Spring Sale,24249,604,553.29,48,5893.15
2023-03-24,LinkedIn Ads,Brand Awareness,39413,1444,1592.44,30,2195.26
2023-01-04,Facebook Ads,Retargeting,26998,787,2347.47,60,4276.18
2023-07-30,Google Ads,Spring Sale,27873,704,1462.28,40,4190.06
2023-11-27,TikTok Ads,New Product Launch,47725,1203,1065.82,119,7982.73
2023-11-19,LinkedIn Ads,Retargeting,3718,125,221.77,7,678.57
2023-08-04,LinkedIn Ads,Spring Sale,19388,150,391.15,5,294.9
2023-06-03,Facebook Ads,Spring Sale,20594,590,567.2,32,3147.52
2023-01-08,Facebook Ads,Retargeting,24717,413,1045.24,26,3140.15
2023-01-12,LinkedIn Ads,Brand Awareness,28847,219,265.1,16,1084.05
2023-06-26,TikTok Ads,New Product Launch,21225,730,2065.07,70,8847.14
2023-08-08,Google Ads,Brand Awareness,40360,1449,3852.11,38,5063.21
2023-02-24,Google Ads,New Product Launch,34779,1180,3330.8,25,3744.42
2023-09-15,Google Ads,Spring Sale,32981,934,2289.59,35,3919.48
2023-04-06,TikTok Ads,Spring Sale,7333,69,120.84,4,219.74
2023-12-28,LinkedIn Ads,Spring Sale,22616,890,1917.1,67,3435.3
2023-12-04,Facebook Ads,New Product Launch,48220,501,1320.91,14,1342.11
2023-02-13,Google Ads,New Product Launch,17456,611,1803.19,58,3352.72
2023-08-24,TikTok Ads,Retargeting,18801,521,743.83,33,4736.66
2023-10-16,TikTok Ads,Spring Sale,13442,458,808.07,25,2786.46
2023-09-10,LinkedIn Ads,Brand Awareness,43363,956,2552.74,65,9694.91
2023-07-20,Facebook Ads,Spring Sale,39469,397,470.57,17,1873.58
2023-02-06,TikTok Ads,New Product Launch,42784,1560,4002.4,127,9564.29
2023-10-12,TikTok Ads,Retargeting,48567,678,1017.61,30,3990.85
2023-03-20,TikTok Ads,Brand Awareness,6212,131,301.03,9,537.92
2023-06-09,Google Ads,New Product Launch,18937,614,681.87,57,6049.84
2023-09-15,LinkedIn Ads,Retargeting,46705,744,677.85,63,9285.8
2023-09-08,TikTok Ads,Spring Sale,47903,1905,1395.1,168,16750.38
2023-06-08,Google Ads,Brand Awareness,23900,890,1192.24,35,4588.42
2023-11-07,Facebook Ads,Retargeting,20439,716,1289.08,53,6777.15
2023-12-09,Facebook Ads,Spring Sale,12200,376,945.01,19,1367.68
2023-03-20,LinkedIn Ads,Retargeting,41920,375,586.39,15,1405.72
2023-03-09,TikTok Ads,Brand Awareness,13117,487,570.49,10,1281.61
2023-06-11,Google Ads,New Product Launch,20019,159,142.3,9,817.34
2023-03-07,Facebook Ads,Spring Sale,35561,986,2827.96,60,3320.65
2023-11-13,Google Ads,Spring Sale,23968,228,672.12,9,1232.7
2023-07-28,LinkedIn Ads,Brand Awareness,22822,398,925.52,36,4265.34
2023-03-07,Google Ads,Retargeting,4017,46,91.99,4,591.99
2023-02-03,TikTok Ads,Brand Awareness,44838,481,1240.11,11,594.99
2023-05-31,Google Ads,New Product Launch,37753,843,2063.74,39,2831.34
2023-01-13,Google Ads,Spring Sale,49107,731,1495.72,28,2511.56
2023-08-05,LinkedIn Ads,Brand Awareness,1676,14,33.07,0,0.0
2023-09-01,Facebook Ads,New Product Launch,19524,733,2135.48,22,1700.75
2023-07-16,Google Ads,New Product Launch,42854,1163,3284.18,46,3687.8
2023-03-17,Google Ads,Brand Awareness,33964,533,1392.28,48,5551.57
2023-05-10,Google Ads,New Product Launch,11770,174,466.64,8,840.37
2023-10-09,LinkedIn Ads,Retargeting,24523,687,462.76,61,6465.7
2023-06-29,TikTok Ads,Retargeting,33760,1344,3185.49,50,4760.28
2023-12-21,Facebook Ads,Retargeting,2031,45,27.68,2,281.6
2023-10-14,Google Ads,Retargeting,31777,181,321.35,9,1158.29
2023-06-06,TikTok Ads,Retargeting,21752,284,203.73,26,2862.97
2023-09-12,LinkedIn Ads,Retargeting,24629,465,671.33,11,1314.64
2023-04-23,LinkedIn Ads,Brand Awareness,17565,282,815.6,21,1323.9
2023-08-03,LinkedIn Ads,Brand Awareness,38364,466,427.85,45,4206.94
2023-08-28,Facebook Ads,New Product Launch,39732,620,314.91,39,2693.63
2023-07-09,LinkedIn Ads,Retargeting,6082,191,103.81,8,657.97
2023-06-12,Google Ads,Retargeting,45142,812,1117.26,48,4872.73
2023-07-09,LinkedIn Ads,New Product Launch,2799,16,24.18,0,0.0
2023-10-09,TikTok Ads,New Product Launch,12245,240,521.89,5,637.75
2023-01-26,Google Ads,Spring Sale,25683,351,228.38,23,1972.01
2023-06-15,TikTok Ads,Retargeting,23613,247,714.52,12,663.65
2023-11-12,TikTok Ads,Brand Awareness,44106,440,1127.46,41,5989.81
2023-02-15,Facebook Ads,Brand Awareness,38730,1033,1690.52,96,11544.53
2023-04-25,LinkedIn Ads,New Product Launch,25600,565,1515.89,51,6184.23
2023-05-19,Google Ads,Spring Sale,7707,278,561.1,10,1439.51
2023-02-16,TikTok Ads,Brand Awareness,20876,786,497.5,25,2848.12
2023-03-16,Facebook Ads,Retargeting,34521,1176,831.94,108,12287.06
2023-04-17,TikTok Ads,Retargeting,30028,261,687.67,24,1393.58
2023-03-18,LinkedIn Ads,Retargeting,39154,760,1326.72,27,3806.3
2023-01-02,TikTok Ads,New Product Launch,48094,998,1021.74,90,6090.55
2023-02-18,TikTok Ads,New Product Launch,6657,188,348.36,12,1690.16
2023-09-11,TikTok Ads,New Product Launch,1273,23,16.54,0,0.0
2023-04-04,Facebook Ads,Retargeting,37974,966,1017.75,66,7614.33
2023-02-15,TikTok Ads,New Product Launch,26332,429,746.25,9,1060.71
2023-05-04,Facebook Ads,Brand Awareness,34438,529,438.57,16,2122.78
2023-05-10,Facebook Ads,Spring Sale,33844,837,1101.35,68,6956.98
2023-01-24,Facebook Ads,New Product Launch,3115,52,77.8,4,227.8
2023-01-03,Facebook Ads,Spring Sale,11319,216,138.74,20,2307.27
2023-11-14,Facebook Ads,Spring Sale,18771,265,294.14,22,2876.06
2023-01-05,TikTok Ads,New Product Launch,5974,229,124.35,17,1838.59
2023-06-08,Google Ads,Brand Awareness,37227,1141,1703.46,104,7635.28
2023-06-16,Google Ads,Brand Awareness,8049,299,233.89,25,3204.45
2023-06-24,Facebook Ads,New Product Launch,16802,197,128.13,12,1697.95
2023-01-05,Google Ads,Spring Sale,20945,403,1198.7,18,2637.18
2023-09-11,TikTok Ads,Retargeting,21335,465,838.21,19,1910.33
2023-10-07,Google Ads,Brand Awareness,27683,505,381.72,39,4430.47
2023-06-11,Google Ads,Spring Sale,8949,334,578.34,9,1227.52
2023-02-17,TikTok Ads,Retargeting,17544,596,528.4,15,875.22
2023-09-21,TikTok Ads,Spring Sale,39108,1090,2719.04,44,2662.54
2023-01-30,LinkedIn Ads,Brand Awareness,6720,134,151.85,11,1294.89
2023-08-19,TikTok Ads,New Product Launch,8075,254,395.98,14,1622.63
2023-01-09,LinkedIn Ads,Retargeting,4408,49,56.97,2,262.23
